component_name,part_number,function,quantity,exact_location,selection_basis,location_orientation_basis,load_pressure_travel_environment_requirement,rating_or_calculated_capacity,interface_and_attachment,clearances,tolerance_requirements,assembly_access,service_reset_access,material_compatibility,mass_cg_effect,applicable_analysis,evidence,verification_status
STRUCTURAL_TETHER_EXIT_CHAFE_SLEEVE_TPU,DF8-SHORT14-TETHER-EXIT-CHAFE-SLEEVE-001,STRUCTURAL TETHER EXIT CHAFE SLEEVE,1,Shortened_Aft_Body_External_Buoy_Assembly/Structural_Recovery_Tether_Assembly/STRUCTURAL_TETHER_EXIT_CHAFE_SLEEVE_TPU: X 27.337..35.991 mm; Y -3.200..3.200 mm; Z 1611.225..1619.767 mm,Replaceable sleeve guards the HMPE line at the rounded shell exit; it does not carry the ultimate recovery load.,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,CAPTURED_AT_BODY_THIMBLE (DOF FLEXIBLE),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,"TPU-coated HMPE tubular webbing; Chafe-protected, heat-sealed and clean",0.012 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",Replaceable sleeve guards the HMPE line at the rounded shell exit; it does not carry the ultimate recovery load.,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
REINFORCED_OPEN-MESH_WATER-ENTRY_WINDOW_AND_DRAIN,DF8-SHORT14-WATER-ENTRY-MESH-001,REINFORCED OPEN-MESH WATER-ENTRY WINDOW AND DRAIN,1,Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA/REINFORCED_OPEN-MESH_WATER-ENTRY_WINDOW_AND_DRAIN: X 77.500..78.500 mm; Y -15.000..15.000 mm; Z 1462.000..1514.000 mm,Direct open area exposes the automatic water-sensitive element while the wrap remains closed.,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,SEWN_REINFORCED_WINDOW (DOF FLEXIBLE),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,Polyester open mesh with Cordura frame; Per controlled drawing,0.012 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",Direct open area exposes the automatic water-sensitive element while the wrap remains closed.,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
ACE_Gas_Spring_GS-19-50-V4A-B8-B8,GS-19-50-V4A-B8-B8,ACE GS-19-50-V4A-B8-B8 PURCHASED ASSEMBLY — ONE-SOLID ARTICULATED INSTALLATION BODY,1,Arm_Activation_Powertrain_Assembly/ACE_Gas_Spring_GS-19-50-V4A-B8-B8: X -2.750..16.250 mm; Y 2.191..21.191 mm; Z 415.000..533.000 mm,"Configured GS-19-50-V4A-B8-B8, 50 mm stroke, 164.1 mm extended length, 7.9 mm rod and 300±30 N setting. The controlled ACE STEP ITEM_020_ACE_GS_19_50_V4A_B8_B8_VENDOR.stp is the dimensional/interface verification source; this separated body/rod BREP is a drawing-derived articulated installation representation. Occurrence mass allocation is 0.124 kg body + 0.020 kg rod = 0.144 kg catalog assembly total. The previously separated end-neck proxy topology is joined by a bounded end shoulder; catalog interfaces, overall envelope, fixed/moving orientation, stroke and allocated mass are unchanged.",Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.","Official ACE family page: GS-19-50-V4A has 50 mm stroke, 164 mm extended length, and configurable force; exact delivered force and B8/B8 configuration require order control.",PINNED_B8_END (DOF 0),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,AISI 316L / 316Ti stainless catalog assembly; ,0.124 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",https://www.acecontrols.com/us/products/motion-control/industrial-gas-springs-push-type/gs-8-v4a-to-gs-40-va/gs-19-v4a.html,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
ACE_Gas_Spring_Rod_GS-19-50-V4A-B8-B8,GS-19-50-V4A-B8-B8-ROD-CHILD,ACE GS-19 MOVING ROD ARTICULATION CHILD,1,Arm_Activation_Powertrain_Assembly/ACE_Gas_Spring_Rod_GS-19-50-V4A-B8-B8: X 2.518..10.982 mm; Y 6.361..17.021 mm; Z 378.026..453.026 mm,Included articulation child of the configured GS-19 purchased assembly; no separate purchase quantity. Occurrence-level mass allocation reconciles with the 0.144 kg parent assembly. Drawing-derived child verified against the controlled ACE STEP.,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,TELESCOPING_GAS_SPRING (DOF 1 AXIAL TRANSLATION),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,AISI 316L / 316Ti stainless catalog assembly; ,0.02 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",https://www.acecontrols.com/us/products/motion-control/industrial-gas-springs-push-type/gs-8-v4a-to-gs-40-va/gs-19-v4a.html,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
Nordson_HALKEY-ROBERTS-HYDRO-1F-V95000XXB_PROXY,HALKEY-ROBERTS-HYDRO-1F-V95000XXB_PROXY,HALKEY-ROBERTS HYDRO 1F AUTOMATIC/MANUAL INFLATOR DIMENSION-CONTROLLED PROXY,1,Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly/Nordson_HALKEY-ROBERTS-HYDRO-1F-V95000XXB_PROXY: X 51.000..76.000 mm; Y -13.000..13.000 mm; Z 1465.000..1512.000 mm,Commercial interfaces and external service envelope preserved; internals are not invented. Exact vendor CAD and buoy-volume compatibility remain physical acceptance gates.,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.","Official Nordson/Halkey-Roberts page identifies Hydro 1F V95000, 3/8 or 1/2 in cylinder-thread families, V80040 bobbin, service parts, and 1F recognition. The installed suffix and exact vendor CAD remain uncontrolled.",THREADED_TO_BUOY_INLET (DOF LATER_PHASE_BUOY_MOTION),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,Acetal and stainless commercial inflator assembly; ,0.18 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",https://fluid-components.nordsonmedical.com/files/fluid-components-nordsonmedical-com/Technical%20Information/HRC/Hyrdo-1F-Manual-Automatic-Inflator-Drawing-V95000xxB.pdf,NON-RELEASE - EXACT VENDOR GEOMETRY/RATED APPLICATION NOT CONTROLLED
ACE_Hydraulic_Damper_HBD-15-25-AA-P,HBD-15-25-AA-P,ACE HBD-15-25-AA-P PURCHASED ASSEMBLY — ONE-SOLID ARTICULATED INSTALLATION BODY,1,Arm_Activation_Powertrain_Assembly/ACE_Hydraulic_Damper_HBD-15-25-AA-P: X -22.000..-7.000 mm; Y -7.500..7.500 mm; Z 415.000..522.500 mm,"Configured HBD-15-25-AA-P, 24.9 mm stroke, 145.0 mm extended length, 15 mm body and 6.1 mm rod. The controlled ACE source ACE_HBD_15_25_AA_P_DRAWING_DERIVED_NOT_VENDOR_CAD_AP242.step verifies the configured envelope/interfaces; this separated body/rod BREP is a drawing-derived articulated installation representation. External travel stops limit motion 1.0-1.5 mm before stroke ends. Occurrence mass allocation is 0.190 kg body + 0.030 kg rod = 0.220 kg catalog assembly total. The previously separated end-neck proxy topology is joined by a bounded end shoulder; catalog interfaces, overall envelope, fixed/moving orientation, stroke and allocated mass are unchanged.",Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",Official ACE family page: HBD-15-25 has 25 mm nominal stroke and 145 mm extended length; final AA-P suffix interfaces and setting require controlled order data.,PINNED_AA_END (DOF 0),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,Black-anodized aluminum body / hard-chrome steel rod / zinc-plated steel AA-P fittings; ,0.19 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",https://www.acecontrols.com/us/products/motion-control/hydraulic-dampers/hbd-15-to-hbd-40/hbd-15/hbd-15-25.html,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
ACE_Hydraulic_Damper_Rod_HBD-15-25-AA-P,HBD-15-25-AA-P-ROD-CHILD,HBD MOVING ROD ARTICULATION CHILD,1,Arm_Activation_Powertrain_Assembly/ACE_Hydraulic_Damper_Rod_HBD-15-25-AA-P: X -19.000..-10.000 mm; Y -3.000..3.000 mm; Z 378.526..443.026 mm,Included articulation child of the configured HBD purchased assembly; no separate purchase quantity. Occurrence-level mass allocation reconciles with the 0.220 kg parent assembly. Drawing-derived child verified against the controlled ACE source.,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,TELESCOPING_DAMPER (DOF 1 AXIAL TRANSLATION),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,Hard-chrome steel rod with zinc-plated steel AA-P fitting; ,0.03 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",https://www.acecontrols.com/us/products/motion-control/hydraulic-dampers/hbd-15-to-hbd-40/hbd-15/hbd-15-25.html,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
Accu_HDP-3-8-A1,HDP-3-8-A1,"3 MM X 8 MM DOWEL PIN, DIN 7, M6 TOLERANCE",6,Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_HDP-3-8-A1_01: X 10.352..18.595 mm; Y -9.500..-6.500 mm; Z 341.521..345.708 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_HDP-3-8-A1_02: X 10.352..18.595 mm; Y 6.500..9.500 mm; Z 341.521..345.708 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_HDP-3-8-A1_03: X -3.362..2.745 mm; Y 12.575..20.494 mm; Z 341.521..345.708 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_HDP-3-8-A1_04: X -17.219..-11.111 mm; Y 4.575..12.494 mm; Z 341.521..345.708 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_HDP-3-8-A1_05: X -17.219..-11.111 mm; Y -12.494..-4.575 mm; Z 341.521..345.708 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_HDP-3-8-A1_06: X -3.362..2.745 mm; Y -20.494..-12.575 mm; Z 341.521..345.708 mm,Official Accu product identity and nominal dimensions verified 2026-08-22; Official mass 47 g per 100; diameter tolerance +0.002/+0.008 mm and 0.45 mm radius length.,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,H7_M6_OCCURRENCE_MATCHED_DOWEL (DOF 0),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,316 stainless steel; Natural stainless; passivate after acceptance if required by drawing,0.00047 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",https://www.accu.co.uk/dowel-pins/72653-HDP-3-8-A1,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
Accu_HTP-3-30-A1,HTP-3-30-A1,"3 MM X 30 MM TAPER PIN, DIN 1B",1,Forward_Body_Assembly/Forward_Mandatory_Hardware_Assembly/Accu_HTP-3-30-A1: X -15.000..15.000 mm; Y -1.800..1.800 mm; Z 168.200..171.800 mm,"Official Accu product identity and nominal dimensions verified 2026-08-22; Nominal 3.0 mm small diameter, 3.6 mm large diameter and 30 mm length; mass from exact nominal B-rep at 7.90 g/cm3.",Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,OCCURRENCE_MATCHED_TAPER_PIN (DOF 0),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,316 stainless steel; Natural stainless; passivate after acceptance if required by drawing,0.002032641862799132 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",https://www.accu.co.uk/taper-pins/389498-HTP-3-30-A1,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
Leland_CO2_Cartridge_81121,LELAND-81121,LELAND 81121 12 G CO2 CARTRIDGE,1,Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly/Leland_CO2_Cartridge_81121: X 47.666..66.335 mm; Y -9.335..9.335 mm; Z 1384.000..1467.000 mm,"Incoming acceptance: 12 g CO2, 0.735 in body diameter, 3.250 in overall length, 3/8-24 neck, lot traceability and CoC; occurrence-matched puncture-head thread and pre-puncture clearance are inspected.",Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.","Official Leland page: 81121, puncture type, non-refillable, 3/8-24 UNF, 12 g CO2, 3.250 in long, 0.735 in diameter; dimensional statements are referential.",THREADED_TO_HYDRO_1F (DOF LATER_PHASE_BUOY_MOTION),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,Steel pressure cartridge; ,0.045 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",https://www.lelandgas.com/product-page/81121-cartridge-small-x-xml-x-xxg-gas,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
Rotor_Clip_Retaining_Ring_DC-4SS,ROTOR-CLIP-DC-4SS,ROTOR CLIP DC-4SS CRESCENT RETAINING RING FOR 4 MM SHAFT,6,Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01/Rotor_Clip_Retaining_Ring_DC-4SS_01: X 21.500..26.291 mm; Y 5.410..5.790 mm; Z 361.500..366.500 mm | Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01/Rotor_Clip_Retaining_Ring_DC-4SS_02: X 15.500..20.291 mm; Y 5.410..5.790 mm; Z 380.526..385.526 mm | Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02/Rotor_Clip_Retaining_Ring_DC-4SS_03: X -18.160..-15.435 mm; Y 15.725..20.064 mm; Z 361.500..366.500 mm | Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02/Rotor_Clip_Retaining_Ring_DC-4SS_04: X -15.160..-12.435 mm; Y 10.528..14.868 mm; Z 380.526..385.526 mm | Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03/Rotor_Clip_Retaining_Ring_DC-4SS_05: X -8.460..-5.736 mm; Y -25.664..-21.325 mm; Z 361.500..366.500 mm | Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03/Rotor_Clip_Retaining_Ring_DC-4SS_06: X -5.460..-2.736 mm; Y -20.468..-16.128 mm; Z 380.526..385.526 mm,Explicit occurrence mass is the 3.7479745 mm3 authored envelope at 7.85e-6 kg/mm3; incoming lot mass and material are verified.,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,EXTERNAL_GROOVE (DOF 0),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,PH 15-7 Mo stainless spring steel; ,2.94216e-05 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",https://www.rotorclip.com/product/dc-4/,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
Accu_SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",12,Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCA-M3-8-A4-BL_01: X 16.450..21.950 mm; Y -4.800..6.200 mm; Z 343.750..349.250 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCA-M3-8-A4-BL_02: X 22.050..27.550 mm; Y -4.800..6.200 mm; Z 343.750..349.250 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCA-M3-8-A4-BL_03: X -15.719..-4.068 mm; Y 12.229..21.409 mm; Z 343.750..349.250 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCA-M3-8-A4-BL_04: X -18.519..-6.868 mm; Y 17.078..26.259 mm; Z 343.750..349.250 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCA-M3-8-A4-BL_05: X -15.132..-3.481 mm; Y -21.027..-11.846 mm; Z 343.750..349.250 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCA-M3-8-A4-BL_06: X -17.932..-6.281 mm; Y -25.876..-16.696 mm; Z 343.750..349.250 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCA-M3-8-A4-BL_07: X 5.692..17.263 mm; Y -10.550..-5.050 mm; Z 344.519..350.615 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCA-M3-8-A4-BL_08: X 5.736..17.307 mm; Y 5.050..10.550 mm; Z 344.273..350.369 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCA-M3-8-A4-BL_09: X -3.052..6.064 mm; Y 7.807..19.408 mm; Z 344.519..350.615 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCA-M3-8-A4-BL_10: X -16.584..-7.468 mm; Y 0.045..11.646 mm; Z 344.273..350.369 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCA-M3-8-A4-BL_11: X -16.562..-7.446 mm; Y -11.608..-0.007 mm; Z 344.519..350.615 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCA-M3-8-A4-BL_12: X -3.074..6.042 mm; Y -19.446..-7.845 mm; Z 344.273..350.369 mm,Official Accu product identity and nominal dimensions verified 2026-08-22; Official mass 80 g per 100; 2.2 mm captive diameter x 5 mm captive length and 3 mm M3 threaded end.,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,CAPTIVE_SCREW_IN_ARM_STOP (DOF RIGID_WITH_PARENT) | THREADED_FASTENER (DOF 0),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,A4-80 stainless steel; Matte-black A4 stainless; verify coating compatibility for submerged service,0.0008 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",https://www.accu.co.uk/cap-head-captive-screws/779966-SSCA-M3-8-A4-BL,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
Accu_SSCF-M3-10-A4,SSCF-M3-10-A4,"M3 X 10 FULL-THREAD SOCKET CAP SCREW, DIN 912 / ISO 4762",2,Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCF-M3-10-A4_01: X 5.801..15.982 mm; Y -24.931..-11.548 mm; Z 353.000..358.500 mm | Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCF-M3-10-A4_02: X 5.801..15.982 mm; Y -24.931..-11.548 mm; Z 535.026..540.526 mm,"Official Accu product identity and nominal dimensions verified 2026-08-22; Official mass 88 g per 100; M3 x 0.5, 5.5 mm head diameter, 3.0 mm head height.",Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,THREADED_FASTENER (DOF 0),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,A4-80 stainless steel; Natural A4 stainless; clean for submerged service,0.00088 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",https://www.accu.co.uk/us/socket-cap-head-screws/3975-SSCF-M3-10-A4,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
Accu_SSCL-M4-8-A4,SSCL-M4-8-A4,"M4 X 8 FULL-THREAD LOW-HEAD SOCKET CAP SCREW, DIN 7984",1,Arm_Activation_Powertrain_Assembly/Powertrain_Mandatory_Hardware_Assembly/Accu_SSCL-M4-8-A4: X -3.500..3.500 mm; Y -3.500..3.500 mm; Z 339.200..350.000 mm,"Official Accu product identity and nominal dimensions verified 2026-08-22; Official mass 112 g per 100; M4 x 0.7, 7.0 mm head diameter, 2.8 mm head height.",Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,THREADED_FASTENER (DOF 0),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,A4-80 stainless steel; Natural A4 stainless; clean for submerged service,0.00112 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",https://www.accu.co.uk/low-head-cap-screws/8885-SSCL-M4-8-A4,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
Halkey_Roberts_Water_Bobbin_V80040,V80040,HALKEY-ROBERTS WATER-SENSITIVE BOBBIN,1,Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly/Halkey_Roberts_Water_Bobbin_V80040: X 71.000..81.000 mm; Y -5.000..5.000 mm; Z 1488.000..1506.000 mm,"Exact V80040 identity; controlled incoming inspection verifies the 10 mm diameter by 18 mm modeled service envelope, lot traceability, and current Nordson/Halkey-Roberts IFU revision.",Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.","Official V80040 IFU: water-sensitive bobbin intended for Halkey-Roberts products; orientation, storage, lot/date, and replacement controls apply.",CAPTURED_AUTOMATIC_WATER_ELEMENT (DOF LATER_PHASE_BUOY_MOTION),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,Water-sensitive media; ,0.00169646 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",https://fluid-components.nordsonmedical.com/files/fluid-components-nordsonmedical-com/Technical%20Information/HRC/Hyrdo-1F-Manual-Automatic-Inflator-V80040-Bobbin-Instructions-For-Use.pdf,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
