connection_id,occurrence_id,mate_occurrence_id,connection_type,retaining_hardware,axial_retention,lateral_retention,anti_rotation,upstream_load_path,downstream_load_path,service_method,evidence,attachment_requirement_count_for_pair,endpoints_exist,status
PACK-TIE-WEBBING-2-3,PACK-RADIAL-TIE-2-3,PACK-ATTACHMENT-WEBBING-2,CLOSED_BAR_TACKED_WEBBING_LOOP,MULTIROW BAR TACKS,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-2-3,PACK-ATTACHMENT-WEBBING-2,CONTROLLED SERVICE PROCEDURE,Modeled collar-side pack retention,1,YES,CONNECTED
PACK-TIE-CRADLE-2-3,PACK-RADIAL-TIE-2-3,CORDURA-CRADLE-RIGHT,BAR_TACKED_CRADLE_TIE,REINFORCED PATCH AND BAR TACKS,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-2-3,CORDURA-CRADLE-RIGHT,CONTROLLED SERVICE PROCEDURE,Modeled cradle-side pack retention,1,YES,CONNECTED
BUOY-GORE-SEAM-01,EXT-BUOY-PANEL-01,EXT-BUOY-PANEL-02,12_MM_RF_WELDED_GORE_SEAM,TPU LAMINATE SEAM ALLOWANCE,POSITIVE,POSITIVE,DEFINED,EXT-BUOY-PANEL-01,EXT-BUOY-PANEL-02,CONTROLLED SERVICE PROCEDURE,Closed leak-proof buoy envelope seam,1,YES,CONNECTED
BUOY-GORE-SEAM-02,EXT-BUOY-PANEL-02,EXT-BUOY-PANEL-03,12_MM_RF_WELDED_GORE_SEAM,TPU LAMINATE SEAM ALLOWANCE,POSITIVE,POSITIVE,DEFINED,EXT-BUOY-PANEL-02,EXT-BUOY-PANEL-03,CONTROLLED SERVICE PROCEDURE,Closed leak-proof buoy envelope seam,1,YES,CONNECTED
BUOY-GORE-SEAM-03,EXT-BUOY-PANEL-03,EXT-BUOY-PANEL-04,12_MM_RF_WELDED_GORE_SEAM,TPU LAMINATE SEAM ALLOWANCE,POSITIVE,POSITIVE,DEFINED,EXT-BUOY-PANEL-03,EXT-BUOY-PANEL-04,CONTROLLED SERVICE PROCEDURE,Closed leak-proof buoy envelope seam,1,YES,CONNECTED
BUOY-GORE-SEAM-04,EXT-BUOY-PANEL-04,EXT-BUOY-PANEL-05,12_MM_RF_WELDED_GORE_SEAM,TPU LAMINATE SEAM ALLOWANCE,POSITIVE,POSITIVE,DEFINED,EXT-BUOY-PANEL-04,EXT-BUOY-PANEL-05,CONTROLLED SERVICE PROCEDURE,Closed leak-proof buoy envelope seam,1,YES,CONNECTED
BUOY-GORE-SEAM-05,EXT-BUOY-PANEL-05,EXT-BUOY-PANEL-06,12_MM_RF_WELDED_GORE_SEAM,TPU LAMINATE SEAM ALLOWANCE,POSITIVE,POSITIVE,DEFINED,EXT-BUOY-PANEL-05,EXT-BUOY-PANEL-06,CONTROLLED SERVICE PROCEDURE,Closed leak-proof buoy envelope seam,1,YES,CONNECTED
BUOY-GORE-SEAM-06,EXT-BUOY-PANEL-06,EXT-BUOY-PANEL-07,12_MM_RF_WELDED_GORE_SEAM,TPU LAMINATE SEAM ALLOWANCE,POSITIVE,POSITIVE,DEFINED,EXT-BUOY-PANEL-06,EXT-BUOY-PANEL-07,CONTROLLED SERVICE PROCEDURE,Closed leak-proof buoy envelope seam,1,YES,CONNECTED
BUOY-GORE-SEAM-07,EXT-BUOY-PANEL-07,EXT-BUOY-PANEL-08,12_MM_RF_WELDED_GORE_SEAM,TPU LAMINATE SEAM ALLOWANCE,POSITIVE,POSITIVE,DEFINED,EXT-BUOY-PANEL-07,EXT-BUOY-PANEL-08,CONTROLLED SERVICE PROCEDURE,Closed leak-proof buoy envelope seam,1,YES,CONNECTED
BUOY-GORE-SEAM-08,EXT-BUOY-PANEL-08,EXT-BUOY-PANEL-01,12_MM_RF_WELDED_GORE_SEAM,TPU LAMINATE SEAM ALLOWANCE,POSITIVE,POSITIVE,DEFINED,EXT-BUOY-PANEL-08,EXT-BUOY-PANEL-01,CONTROLLED SERVICE PROCEDURE,Closed leak-proof buoy envelope seam,1,YES,CONNECTED
WATER-MESH-FLAP,WATER-ENTRY-MESH,CORDURA-FLAP-RIGHT,SEWN_REINFORCED_OPEN_WINDOW,BOUND MESH FRAME,POSITIVE,POSITIVE,DEFINED,WATER-ENTRY-MESH,CORDURA-FLAP-RIGHT,CONTROLLED SERVICE PROCEDURE,Direct water path while wrap remains closed,1,YES,CONNECTED
PATCH-BUOY,BUOY-INLET-PATCH,EXT-BUOY-PANEL-01,MULTI_PLY_RF_WELDED_PATCH,CONTROLLED PATCH LAND,POSITIVE,POSITIVE,DEFINED,BUOY-INLET-PATCH,EXT-BUOY-PANEL-01,CONTROLLED SERVICE PROCEDURE,Inflator assembly is directly attached to the buoy inlet reinforcement,1,YES,CONNECTED
INLET-PATCH,BUOY-INLET-MANIFOLD,BUOY-INLET-PATCH,CLAMPED_RF_REINFORCED_INLET,INLET RETAINING FLANGE,POSITIVE,POSITIVE,DEFINED,BUOY-INLET-MANIFOLD,BUOY-INLET-PATCH,CONTROLLED SERVICE PROCEDURE,Direct buoy inlet reinforcement interface,1,YES,CONNECTED
INFLATOR-INLET,HYDRO-1F-INFLATOR-PROXY,BUOY-INLET-MANIFOLD,THREADED_SEALED_INTERFACE,CATALOG THREAD AND SEAL,POSITIVE,POSITIVE,DEFINED,HYDRO-1F-INFLATOR-PROXY,BUOY-INLET-MANIFOLD,CONTROLLED SERVICE PROCEDURE,Hydro 1F commercial interface retained by proxy,1,YES,CONNECTED
CARTRIDGE-INFLATOR,BUOY-CO2-CARTRIDGE-81121,HYDRO-1F-INFLATOR-PROXY,THREADED_PUNCTURE_INTERFACE,CATALOG CARTRIDGE THREAD,POSITIVE,POSITIVE,DEFINED,BUOY-CO2-CARTRIDGE-81121,HYDRO-1F-INFLATOR-PROXY,CONTROLLED SERVICE PROCEDURE,Source-supported cartridge envelope; compatibility test required,1,YES,CONNECTED
BOBBIN-INFLATOR,HYDRO-1F-WATER-BOBBIN-V80040,HYDRO-1F-INFLATOR-PROXY,CAPTURED_WATER_ELEMENT,CATALOG BOBBIN RETAINER,POSITIVE,POSITIVE,DEFINED,HYDRO-1F-WATER-BOBBIN-V80040,HYDRO-1F-INFLATOR-PROXY,CONTROLLED SERVICE PROCEDURE,V80040 exposed through direct water-entry mesh,1,YES,CONNECTED
GUARD-PATCH,INFLATOR-GUARD,BUOY-INLET-PATCH,WEBBING_AND_PATCH_SUPPORTED_GUARD,TWO REINFORCED LOOPS,POSITIVE,POSITIVE,DEFINED,INFLATOR-GUARD,BUOY-INLET-PATCH,CONTROLLED SERVICE PROCEDURE,Guard does not occlude water or service access,1,YES,CONNECTED
LANYARD-INFLATOR,MANUAL-PULL-LANYARD,HYDRO-1F-INFLATOR-PROXY,PINNED_MANUAL_LEVER,CAPTURED LANYARD EYE,POSITIVE,POSITIVE,DEFINED,MANUAL-PULL-LANYARD,HYDRO-1F-INFLATOR-PROXY,CONTROLLED SERVICE PROCEDURE,Modeled slack and 25 mm fired travel,1,YES,CONNECTED
TAB-LANYARD,MANUAL-PULL-TAB,MANUAL-PULL-LANYARD,CLOSED_WEBBING_EYE,BAR-TACKED EYE,POSITIVE,POSITIVE,DEFINED,MANUAL-PULL-TAB,MANUAL-PULL-LANYARD,CONTROLLED SERVICE PROCEDURE,Gloved-hand external pull interface,1,YES,CONNECTED
TAB-KEEPER,MANUAL-PULL-TAB,PULL-TAB-KEEPER,LOW_FORCE_BREAKAWAY_KEEPER,CALIBRATED HOOK-AND-LOOP,POSITIVE,POSITIVE,DEFINED,MANUAL-PULL-TAB,PULL-TAB-KEEPER,CONTROLLED SERVICE PROCEDURE,Visible external tab retained against snag,1,YES,CONNECTED
WATER-MESH-BOBBIN,WATER-ENTRY-MESH,HYDRO-1F-WATER-BOBBIN-V80040,DIRECT_OPEN_MESH_WATER_PATH,BOUND OPEN-MESH GUARD,POSITIVE,POSITIVE,DEFINED,WATER-ENTRY-MESH,HYDRO-1F-WATER-BOBBIN-V80040,CONTROLLED SERVICE PROCEDURE,Automatic element is exposed through the closed-pack water-entry window without requiring flap opening,1,YES,CONNECTED
INLET-BUOY-PANEL,BUOY-INLET-MANIFOLD,EXT-BUOY-PANEL-01,SEALED_REINFORCED_BUOY_INLET_PENETRATION,MULTI-PLY RF-WELDED PATCH,POSITIVE,POSITIVE,DEFINED,BUOY-INLET-MANIFOLD,EXT-BUOY-PANEL-01,CONTROLLED SERVICE PROCEDURE,Manifold passes through the controlled panel-one inlet and is sealed by the reinforcement patch,1,YES,CONNECTED
TETHER-HARDPOINT,TETHER-THIMBLE-BODY-SHORT14,RECOVERY-HARDPOINT-RING,DOUBLE_SHEAR_PINNED_EYE,RECOVERY-PIN-BODY-SHORT14 and retained clip,POSITIVE,POSITIVE,DEFINED,TETHER-THIMBLE-BODY-SHORT14,RECOVERY-HARDPOINT-RING,CONTROLLED SERVICE PROCEDURE,Modeled structural recovery pin and thimble; proof load required,1,YES,CONNECTED
TETHER-ROPE-BODY,STRUCTURAL-RECOVERY-TETHER,TETHER-THIMBLE-BODY-SHORT14,BURIED_EYE_SPLICE,CAPTURED THIMBLE,POSITIVE,POSITIVE,DEFINED,STRUCTURAL-RECOVERY-TETHER,TETHER-THIMBLE-BODY-SHORT14,CONTROLLED SERVICE PROCEDURE,Finished tether proof-load traveler,1,YES,CONNECTED
TETHER-ROPE-BUOY,STRUCTURAL-RECOVERY-TETHER,TETHER-THIMBLE-BUOY-SHORT14,BURIED_EYE_SPLICE,CAPTURED THIMBLE,POSITIVE,POSITIVE,DEFINED,STRUCTURAL-RECOVERY-TETHER,TETHER-THIMBLE-BUOY-SHORT14,CONTROLLED SERVICE PROCEDURE,Buoy harness proof-load traveler,1,YES,CONNECTED
TETHER-CHAFE-SLEEVE,TETHER-EXIT-CHAFE-SLEEVE,TETHER-THIMBLE-BODY-SHORT14,CAPTURED_REPLACEABLE_CHAFE_SLEEVE,BOUND SLEEVE END,POSITIVE,POSITIVE,DEFINED,TETHER-EXIT-CHAFE-SLEEVE,TETHER-THIMBLE-BODY-SHORT14,CONTROLLED SERVICE PROCEDURE,Modeled sleeve is captured at the body eye and protects the line at the rounded shell exit,1,YES,CONNECTED
TETHER-BUOY-PANEL,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-01,MULTI-PLY_RF_PATCH_AND_HARNESS_JUNCTION,STRUCTURAL BUOY HARNESS,POSITIVE,POSITIVE,DEFINED,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-01,CONTROLLED SERVICE PROCEDURE,"Tether load enters reinforced buoy harness, not pack fabric",1,YES,CONNECTED
TETHER-BUOY-HARNESS-PANEL-02,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-02,MULTI_GORE_STRUCTURAL_HARNESS_JUNCTION,RF-WELDED MULTI-PLY HARNESS PATCH,POSITIVE,POSITIVE,DEFINED,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-02,CONTROLLED SERVICE PROCEDURE,The structural buoy harness distributes tether load into every gore and bypasses the Cordura pack,1,YES,CONNECTED
TETHER-BUOY-HARNESS-PANEL-03,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-03,MULTI_GORE_STRUCTURAL_HARNESS_JUNCTION,RF-WELDED MULTI-PLY HARNESS PATCH,POSITIVE,POSITIVE,DEFINED,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-03,CONTROLLED SERVICE PROCEDURE,The structural buoy harness distributes tether load into every gore and bypasses the Cordura pack,1,YES,CONNECTED
TETHER-BUOY-HARNESS-PANEL-04,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-04,MULTI_GORE_STRUCTURAL_HARNESS_JUNCTION,RF-WELDED MULTI-PLY HARNESS PATCH,POSITIVE,POSITIVE,DEFINED,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-04,CONTROLLED SERVICE PROCEDURE,The structural buoy harness distributes tether load into every gore and bypasses the Cordura pack,1,YES,CONNECTED
TETHER-BUOY-HARNESS-PANEL-05,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-05,MULTI_GORE_STRUCTURAL_HARNESS_JUNCTION,RF-WELDED MULTI-PLY HARNESS PATCH,POSITIVE,POSITIVE,DEFINED,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-05,CONTROLLED SERVICE PROCEDURE,The structural buoy harness distributes tether load into every gore and bypasses the Cordura pack,1,YES,CONNECTED
TETHER-BUOY-HARNESS-PANEL-06,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-06,MULTI_GORE_STRUCTURAL_HARNESS_JUNCTION,RF-WELDED MULTI-PLY HARNESS PATCH,POSITIVE,POSITIVE,DEFINED,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-06,CONTROLLED SERVICE PROCEDURE,The structural buoy harness distributes tether load into every gore and bypasses the Cordura pack,1,YES,CONNECTED
TETHER-BUOY-HARNESS-PANEL-07,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-07,MULTI_GORE_STRUCTURAL_HARNESS_JUNCTION,RF-WELDED MULTI-PLY HARNESS PATCH,POSITIVE,POSITIVE,DEFINED,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-07,CONTROLLED SERVICE PROCEDURE,The structural buoy harness distributes tether load into every gore and bypasses the Cordura pack,1,YES,CONNECTED
TETHER-BUOY-HARNESS-PANEL-08,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-08,MULTI_GORE_STRUCTURAL_HARNESS_JUNCTION,RF-WELDED MULTI-PLY HARNESS PATCH,POSITIVE,POSITIVE,DEFINED,TETHER-THIMBLE-BUOY-SHORT14,EXT-BUOY-PANEL-08,CONTROLLED SERVICE PROCEDURE,The structural buoy harness distributes tether load into every gore and bypasses the Cordura pack,1,YES,CONNECTED
TETHER-SPLICE-HARNESS-PANEL-01,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-01,BURIED_EYE_AT_MULTI_GORE_HARNESS,CAPTURED THIMBLE AND MULTI-PLY HARNESS,POSITIVE,POSITIVE,DEFINED,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-01,CONTROLLED SERVICE PROCEDURE,Modeled eye-splice envelope enters the three-gore harness junction without loading the pack,1,YES,CONNECTED
TETHER-SPLICE-HARNESS-PANEL-02,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-02,BURIED_EYE_AT_MULTI_GORE_HARNESS,CAPTURED THIMBLE AND MULTI-PLY HARNESS,POSITIVE,POSITIVE,DEFINED,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-02,CONTROLLED SERVICE PROCEDURE,Modeled eye-splice envelope enters the three-gore harness junction without loading the pack,1,YES,CONNECTED
TETHER-SPLICE-HARNESS-PANEL-03,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-03,BURIED_EYE_AT_MULTI_GORE_HARNESS,CAPTURED THIMBLE AND MULTI-PLY HARNESS,POSITIVE,POSITIVE,DEFINED,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-03,CONTROLLED SERVICE PROCEDURE,Modeled eye-splice envelope enters the three-gore harness junction without loading the pack,1,YES,CONNECTED
TETHER-SPLICE-HARNESS-PANEL-04,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-04,BURIED_EYE_AT_MULTI_GORE_HARNESS,CAPTURED THIMBLE AND MULTI-PLY HARNESS,POSITIVE,POSITIVE,DEFINED,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-04,CONTROLLED SERVICE PROCEDURE,Modeled eye-splice envelope enters the three-gore harness junction without loading the pack,1,YES,CONNECTED
TETHER-SPLICE-HARNESS-PANEL-05,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-05,BURIED_EYE_AT_MULTI_GORE_HARNESS,CAPTURED THIMBLE AND MULTI-PLY HARNESS,POSITIVE,POSITIVE,DEFINED,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-05,CONTROLLED SERVICE PROCEDURE,Modeled eye-splice envelope enters the three-gore harness junction without loading the pack,1,YES,CONNECTED
TETHER-SPLICE-HARNESS-PANEL-06,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-06,BURIED_EYE_AT_MULTI_GORE_HARNESS,CAPTURED THIMBLE AND MULTI-PLY HARNESS,POSITIVE,POSITIVE,DEFINED,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-06,CONTROLLED SERVICE PROCEDURE,Modeled eye-splice envelope enters the three-gore harness junction without loading the pack,1,YES,CONNECTED
TETHER-SPLICE-HARNESS-PANEL-07,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-07,BURIED_EYE_AT_MULTI_GORE_HARNESS,CAPTURED THIMBLE AND MULTI-PLY HARNESS,POSITIVE,POSITIVE,DEFINED,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-07,CONTROLLED SERVICE PROCEDURE,Modeled eye-splice envelope enters the three-gore harness junction without loading the pack,1,YES,CONNECTED
TETHER-SPLICE-HARNESS-PANEL-08,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-08,BURIED_EYE_AT_MULTI_GORE_HARNESS,CAPTURED THIMBLE AND MULTI-PLY HARNESS,POSITIVE,POSITIVE,DEFINED,STRUCTURAL-RECOVERY-TETHER,EXT-BUOY-PANEL-08,CONTROLLED SERVICE PROCEDURE,Modeled eye-splice envelope enters the three-gore harness junction without loading the pack,1,YES,CONNECTED
RECOVERY-PIN-HARDPOINT,RECOVERY-PIN-BODY-SHORT14,RECOVERY-HARDPOINT-RING,DOUBLE_SHEAR_SHOULDER_PIN,EXTERNAL GROOVE RETAINER,POSITIVE,POSITIVE,DEFINED,RECOVERY-PIN-BODY-SHORT14,RECOVERY-HARDPOINT-RING,CONTROLLED SERVICE PROCEDURE,Modeled pin passes through hardpoint yoke and body thimble,1,YES,CONNECTED
SECTOR-TRANSITION-1,FIXED-SECTOR-1,FWD-RING-02,QUALIFIED_SECTOR_TO_RING_WELD,MACHINED RING LAND,POSITIVE,POSITIVE,DEFINED,FIXED-SECTOR-1,FWD-RING-02,CONTROLLED SERVICE PROCEDURE,"Fixed sector carries shell, pivot-stop and actuator reactions into the forward transition ring",1,YES,CONNECTED
SECTOR-TERMINATION-1,FIXED-SECTOR-1,ARM-TERMINATION-RING-001,QUALIFIED_SECTOR_TO_RING_WELD,MACHINED RING LAND,POSITIVE,POSITIVE,DEFINED,FIXED-SECTOR-1,ARM-TERMINATION-RING-001,CONTROLLED SERVICE PROCEDURE,Fixed sector closes the arm-module axial and torsional load path,1,YES,CONNECTED
ARM-STOP-PAD-SCREW-1-1,ARM-STOP-SCREW-1-1,ARM-STOP-PAD-1,CAPTIVE_THREADED_STOP_PAD_FASTENER,M3 CAPTIVE SOCKET SCREW,POSITIVE,POSITIVE,DEFINED,ARM-STOP-SCREW-1-1,ARM-STOP-PAD-1,CONTROLLED SERVICE PROCEDURE,Modeled two-screw positive arm-stop-pad attachment,2,YES,CONNECTED
ARM-STOP-PAD-SCREW-1-2,ARM-STOP-SCREW-1-2,ARM-STOP-PAD-1,CAPTIVE_THREADED_STOP_PAD_FASTENER,M3 CAPTIVE SOCKET SCREW,POSITIVE,POSITIVE,DEFINED,ARM-STOP-SCREW-1-2,ARM-STOP-PAD-1,CONTROLLED SERVICE PROCEDURE,Modeled two-screw positive arm-stop-pad attachment,2,YES,CONNECTED
SECTOR-TRANSITION-2,FIXED-SECTOR-2,FWD-RING-02,QUALIFIED_SECTOR_TO_RING_WELD,MACHINED RING LAND,POSITIVE,POSITIVE,DEFINED,FIXED-SECTOR-2,FWD-RING-02,CONTROLLED SERVICE PROCEDURE,"Fixed sector carries shell, pivot-stop and actuator reactions into the forward transition ring",1,YES,CONNECTED
SECTOR-TERMINATION-2,FIXED-SECTOR-2,ARM-TERMINATION-RING-001,QUALIFIED_SECTOR_TO_RING_WELD,MACHINED RING LAND,POSITIVE,POSITIVE,DEFINED,FIXED-SECTOR-2,ARM-TERMINATION-RING-001,CONTROLLED SERVICE PROCEDURE,Fixed sector closes the arm-module axial and torsional load path,1,YES,CONNECTED
ARM-STOP-PAD-SCREW-2-1,ARM-STOP-SCREW-2-1,ARM-STOP-PAD-2,CAPTIVE_THREADED_STOP_PAD_FASTENER,M3 CAPTIVE SOCKET SCREW,POSITIVE,POSITIVE,DEFINED,ARM-STOP-SCREW-2-1,ARM-STOP-PAD-2,CONTROLLED SERVICE PROCEDURE,Modeled two-screw positive arm-stop-pad attachment,2,YES,CONNECTED
ARM-STOP-PAD-SCREW-2-2,ARM-STOP-SCREW-2-2,ARM-STOP-PAD-2,CAPTIVE_THREADED_STOP_PAD_FASTENER,M3 CAPTIVE SOCKET SCREW,POSITIVE,POSITIVE,DEFINED,ARM-STOP-SCREW-2-2,ARM-STOP-PAD-2,CONTROLLED SERVICE PROCEDURE,Modeled two-screw positive arm-stop-pad attachment,2,YES,CONNECTED
SECTOR-TRANSITION-3,FIXED-SECTOR-3,FWD-RING-02,QUALIFIED_SECTOR_TO_RING_WELD,MACHINED RING LAND,POSITIVE,POSITIVE,DEFINED,FIXED-SECTOR-3,FWD-RING-02,CONTROLLED SERVICE PROCEDURE,"Fixed sector carries shell, pivot-stop and actuator reactions into the forward transition ring",1,YES,CONNECTED
SECTOR-TERMINATION-3,FIXED-SECTOR-3,ARM-TERMINATION-RING-001,QUALIFIED_SECTOR_TO_RING_WELD,MACHINED RING LAND,POSITIVE,POSITIVE,DEFINED,FIXED-SECTOR-3,ARM-TERMINATION-RING-001,CONTROLLED SERVICE PROCEDURE,Fixed sector closes the arm-module axial and torsional load path,1,YES,CONNECTED
ARM-STOP-PAD-SCREW-3-1,ARM-STOP-SCREW-3-1,ARM-STOP-PAD-3,CAPTIVE_THREADED_STOP_PAD_FASTENER,M3 CAPTIVE SOCKET SCREW,POSITIVE,POSITIVE,DEFINED,ARM-STOP-SCREW-3-1,ARM-STOP-PAD-3,CONTROLLED SERVICE PROCEDURE,Modeled two-screw positive arm-stop-pad attachment,2,YES,CONNECTED
ARM-STOP-PAD-SCREW-3-2,ARM-STOP-SCREW-3-2,ARM-STOP-PAD-3,CAPTIVE_THREADED_STOP_PAD_FASTENER,M3 CAPTIVE SOCKET SCREW,POSITIVE,POSITIVE,DEFINED,ARM-STOP-SCREW-3-2,ARM-STOP-PAD-3,CONTROLLED SERVICE PROCEDURE,Modeled two-screw positive arm-stop-pad attachment,2,YES,CONNECTED
NOSE-BALLAST-TAPER-PIN,NOSE-BALLAST-TAPER-PIN-001,BALLAST-001,REAMED_TAPER_PIN,DIN 1B TAPER PIN,POSITIVE,POSITIVE,DEFINED,NOSE-BALLAST-TAPER-PIN-001,BALLAST-001,CONTROLLED SERVICE PROCEDURE,Modeled anti-rotation pin across source nose/ballast joint,2,YES,CONNECTED
BACKUP-GUIDE-SCREW-1,BACKUP-GUIDE-SCREW-1,BACKUP-SPRING-GUIDE,FULL_THREAD_GUIDE_SUPPORT_SCREW,M3 FULL-THREAD SOCKET SCREW,POSITIVE,POSITIVE,DEFINED,BACKUP-GUIDE-SCREW-1,BACKUP-SPRING-GUIDE,CONTROLLED SERVICE PROCEDURE,Positive backup-guide support; adjacent structural mate FWD-RING-02,2,YES,CONNECTED
BACKUP-GUIDE-SCREW-2,BACKUP-GUIDE-SCREW-2,BACKUP-SPRING-GUIDE,FULL_THREAD_GUIDE_SUPPORT_SCREW,M3 FULL-THREAD SOCKET SCREW,POSITIVE,POSITIVE,DEFINED,BACKUP-GUIDE-SCREW-2,BACKUP-SPRING-GUIDE,CONTROLLED SERVICE PROCEDURE,Positive backup-guide support; adjacent structural mate BACKUP-SPRING-FIXED-SEAT,1,YES,CONNECTED
CROSSHEAD-GUIDE-LOCK-SCREW,CROSSHEAD-GUIDE-LOCK-SCREW-001,CROSSHEAD-GUIDE-SPIDER,FULL_THREAD_GUIDE_LOCK_SCREW,M4 LOW-HEAD SOCKET SCREW,POSITIVE,POSITIVE,DEFINED,CROSSHEAD-GUIDE-LOCK-SCREW-001,CROSSHEAD-GUIDE-SPIDER,CONTROLLED SERVICE PROCEDURE,Positive axial lock for the double-supported crosshead guide,2,YES,CONNECTED
CARRIER-SECONDARY-TRANSITION-1,PIVOT-CARRIER-1-SECONDARY,FWD-RING-02,QUALIFIED_SOURCE_LUG_FILLET_WELD,MACHINED TRANSITION-RING LAND,POSITIVE,POSITIVE,DEFINED,PIVOT-CARRIER-1-SECONDARY,FWD-RING-02,CONTROLLED SERVICE PROCEDURE,The exact secondary carrier lug is independently welded to the 8 mm transition ring,1,YES,CONNECTED
PIVOT-SECONDARY-1,ARM-1,PIVOT-CARRIER-1-SECONDARY,DOUBLE_SHEAR_REVOLUTE_SECOND_LUG,PIVOT-PIN-1,POSITIVE,POSITIVE,DEFINED,ARM-1,PIVOT-CARRIER-1-SECONDARY,CONTROLLED SERVICE PROCEDURE,Both exact carrier lugs support the retained source pivot pin and bearing stack,1,YES,CONNECTED
STOP-CARRIER-SECONDARY-1,FIXED-STOP-1,PIVOT-CARRIER-1-SECONDARY,TWO_LUG_DOWELLED_DEPLOY_STOP_LAND,OCCURRENCE-MATCHED SCREW AND DOWEL,POSITIVE,POSITIVE,DEFINED,FIXED-STOP-1,PIVOT-CARRIER-1-SECONDARY,CONTROLLED SERVICE PROCEDURE,Fixed deployed stop is seated and retained across both source-exact carrier lugs,1,YES,CONNECTED
PIVOT-PIN-CARRIER-PRIMARY-1,PIVOT-PIN-1,PIVOT-CARRIER-1,GROUND_PIN_IN_REAMED_CARRIER_LUG,PIVOT-CLIP-1,POSITIVE,POSITIVE,DEFINED,PIVOT-PIN-1,PIVOT-CARRIER-1,CONTROLLED SERVICE PROCEDURE,Occurrence-matched ground pivot pin passes through the source-exact reamed carrier lug,2,YES,CONNECTED
PIVOT-PIN-CARRIER-SECONDARY-1,PIVOT-PIN-1,PIVOT-CARRIER-1-SECONDARY,GROUND_PIN_IN_REAMED_CARRIER_LUG,PIVOT-CLIP-1,POSITIVE,POSITIVE,DEFINED,PIVOT-PIN-1,PIVOT-CARRIER-1-SECONDARY,CONTROLLED SERVICE PROCEDURE,Occurrence-matched ground pivot pin passes through the source-exact reamed carrier lug,1,YES,CONNECTED
CARRIER-SECONDARY-TRANSITION-2,PIVOT-CARRIER-2-SECONDARY,FWD-RING-02,QUALIFIED_SOURCE_LUG_FILLET_WELD,MACHINED TRANSITION-RING LAND,POSITIVE,POSITIVE,DEFINED,PIVOT-CARRIER-2-SECONDARY,FWD-RING-02,CONTROLLED SERVICE PROCEDURE,The exact secondary carrier lug is independently welded to the 8 mm transition ring,1,YES,CONNECTED
PIVOT-SECONDARY-2,ARM-2,PIVOT-CARRIER-2-SECONDARY,DOUBLE_SHEAR_REVOLUTE_SECOND_LUG,PIVOT-PIN-2,POSITIVE,POSITIVE,DEFINED,ARM-2,PIVOT-CARRIER-2-SECONDARY,CONTROLLED SERVICE PROCEDURE,Both exact carrier lugs support the retained source pivot pin and bearing stack,1,YES,CONNECTED
STOP-CARRIER-SECONDARY-2,FIXED-STOP-2,PIVOT-CARRIER-2-SECONDARY,TWO_LUG_DOWELLED_DEPLOY_STOP_LAND,OCCURRENCE-MATCHED SCREW AND DOWEL,POSITIVE,POSITIVE,DEFINED,FIXED-STOP-2,PIVOT-CARRIER-2-SECONDARY,CONTROLLED SERVICE PROCEDURE,Fixed deployed stop is seated and retained across both source-exact carrier lugs,1,YES,CONNECTED
