part_number,physical_title,state_definition,revision,description,material,finish,make_buy,manufacturer,cad_classification,mass_kg,volume_mm3,solid_count,face_count,bbox_mm,neutral_ap242_path,neutral_ap242_bytes,neutral_ap242_sha256,native_brep_path,native_brep_bytes,native_brep_sha256,four_view_render_path,four_view_render_bytes,four_view_render_sha256,installed_location_reference,installed_location_image,section_cutaway_status,release_status
DF8-SHORT14-HOOK-STRIP-001,WET-RATED_HOOK_CLOSURE_STRIP,DEPLOYED,A,WET-RATED HOOK CLOSURE STRIP,Nylon hook-and-loop,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.012,565.3302961451839,1,6,"{""xmin"":-8.243757689506017,""xmax"":4.9674832269802955,""ymin"":46.47014602584681,""ymax"":47.409625467471855,""zmin"":-0.012834068093521948,""zmax"":214.01283406809353}",neutral_ap242/DF8-SHORT14-HOOK-STRIP-001__DEPLOYED__LOCAL_AP242.step,20312,7bf118311280c397a55424e871d4351b565dc908bb734c25e3b41e52245b6d5b,native_brep/DF8-SHORT14-HOOK-STRIP-001__DEPLOYED__LOCAL_OCCT.brep,5436,e9d93c6fbc3be7edeca859fe3adbf14a7ca3ffc4fd762910d803c643f0ad696b,renders/DF8-SHORT14-HOOK-STRIP-001__DEPLOYED__FOUR_VIEW.png,62646,d474829b30c14f79e1993ae7fb3b199cc78e9cabd1155036500c2f57d2a2e89f,HOOK-STRIP in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-INFLATOR-GUARD-001,INFLATOR_IMPACT_GUARD_WITH_OPEN_WATER_PATH_TI,STOWED,A,INFLATOR IMPACT GUARD WITH OPEN WATER PATH,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.055,1512.0000000000002,1,10,"{""xmin"":-1.5000001000000018,""xmax"":1.5000001000000018,""ymin"":-15.500000100000001,""ymax"":15.500000100000001,""zmin"":-29.5000001,""zmax"":29.5000001}",neutral_ap242/DF8-SHORT14-INFLATOR-GUARD-001__STOWED__LOCAL_AP242.step,31931,2a1c7de0d211666e14e9d342b6133875cd99c1ca8880f13774fb2abf8481b8ad,native_brep/DF8-SHORT14-INFLATOR-GUARD-001__STOWED__LOCAL_OCCT.brep,6214,c741f95f0cb188f76954936db00b24b0e1b1de98b8b6534b149788b01995822b,renders/DF8-SHORT14-INFLATOR-GUARD-001__STOWED__FOUR_VIEW.png,85258,be13c42c1510c6d20430bdc24d15e6e1fd79e74b3ac23e5886ba45d3922e19b0,INFLATOR-GUARD in Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-LOOP-STRIP-001,WET-RATED_LOOP_CLOSURE_STRIP,STOWED,A,WET-RATED LOOP CLOSURE STRIP,Nylon hook-and-loop,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.012,85.02364469773102,1,6,"{""xmin"":-8.250714446965521,""xmax"":4.971675195863828,""ymin"":46.67689879462706,""ymax"":47.44963359014482,""zmin"":-0.01284489844634783,""zmax"":214.01284489844636}",neutral_ap242/DF8-SHORT14-LOOP-STRIP-001__STOWED__LOCAL_AP242.step,20313,96f5668d11b3da78aec244a735e31e5fdd83496b9a75c7f99d934004f112506f,native_brep/DF8-SHORT14-LOOP-STRIP-001__STOWED__LOCAL_OCCT.brep,5526,bdc0eb0080436a50784303809cd4b59f2fec652f68a67b4b3bd7a0c069482fe0,renders/DF8-SHORT14-LOOP-STRIP-001__STOWED__FOUR_VIEW.png,61892,1f491b8f8d631fd05a361175565a01e325d2e2b8ef9df01249a359d16e6eb478,LOOP-STRIP in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-LOOP-STRIP-001,WET-RATED_LOOP_CLOSURE_STRIP,DEPLOYED,A,WET-RATED LOOP CLOSURE STRIP,Nylon hook-and-loop,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.012,85.02364469773102,1,6,"{""xmin"":-8.250714446965521,""xmax"":4.971675195863828,""ymin"":46.67689879462706,""ymax"":47.44963359014482,""zmin"":-0.01284489844634783,""zmax"":214.01284489844636}",neutral_ap242/DF8-SHORT14-LOOP-STRIP-001__DEPLOYED__LOCAL_AP242.step,20323,66921768e28ba09252b3b41f124f671ebbc5fbc9dc65d67fdabc8bc80427b123,native_brep/DF8-SHORT14-LOOP-STRIP-001__DEPLOYED__LOCAL_OCCT.brep,5526,bdc0eb0080436a50784303809cd4b59f2fec652f68a67b4b3bd7a0c069482fe0,renders/DF8-SHORT14-LOOP-STRIP-001__DEPLOYED__FOUR_VIEW.png,61686,6f1d4b60a37c9bb1c148c38bd6e026ea7ffcf99aa30d09485b9ddc7d27b2038f,LOOP-STRIP in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-MANUAL-PULL-LANYARD-001,MANUAL_INFLATOR_PULL_LANYARD_WITH_MODELED_SLACK_AND_FIRED_TRAVEL_HMPE,STOWED,A,MANUAL INFLATOR PULL LANYARD WITH MODELED SLACK AND FIRED TRAVEL,HMPE cord,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.008,223.39561529032053,1,13,"{""xmin"":-1.0423076455757703,""xmax"":29.92835115503485,""ymin"":-1.2014758118585531,""ymax"":7.201178923210802,""zmin"":17.40421739894538,""zmax"":55.86700752687069}",neutral_ap242/DF8-SHORT14-MANUAL-PULL-LANYARD-001__STOWED__LOCAL_AP242.step,50005,de1f5441985060f85ffa20d9a1b38f4890c95b94f355ce3b860bc5a9981aeabe,native_brep/DF8-SHORT14-MANUAL-PULL-LANYARD-001__STOWED__LOCAL_OCCT.brep,19835,8d9486f782399c9179594102f02efe8c43d987059ec26209aaffca535f647358,renders/DF8-SHORT14-MANUAL-PULL-LANYARD-001__STOWED__FOUR_VIEW.png,113283,4b3580591e5976e48fa755c0ca40e1cdd2d753fb719e1daa0a35e90df3cbd87f,MANUAL-PULL-LANYARD in Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-MANUAL-PULL-LANYARD-001,MANUAL_INFLATOR_PULL_LANYARD_WITH_MODELED_SLACK_AND_FIRED_TRAVEL_HMPE,DEPLOYED,A,MANUAL INFLATOR PULL LANYARD WITH MODELED SLACK AND FIRED TRAVEL,HMPE cord,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.008,303.09931420155266,1,13,"{""xmin"":-0.9115271115746292,""xmax"":45.87013375248947,""ymin"":-1.2014583693287086,""ymax"":9.20145201389351,""zmin"":17.218631163116566,""zmax"":64.91401213451866}",neutral_ap242/DF8-SHORT14-MANUAL-PULL-LANYARD-001__DEPLOYED__LOCAL_AP242.step,51731,a621bb00d242a3a664d74d789e9e4b5706618b0fa3796f4ee88efd334ebc7f41,native_brep/DF8-SHORT14-MANUAL-PULL-LANYARD-001__DEPLOYED__LOCAL_OCCT.brep,20187,868612ad8d6dd0ef428046ef6bdfa28abc343ad67f1d9de9e741005fe4b230ec,renders/DF8-SHORT14-MANUAL-PULL-LANYARD-001__DEPLOYED__FOUR_VIEW.png,98786,b04eab35a2705f28762d10ff0f986c9a2d5caf9d3260a7c84e26483d4425f241,MANUAL-PULL-LANYARD in Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-MANUAL-PULL-TAB-001,GLOVED-HAND_MANUAL_PULL_TAB_WITH_SNAG-RETENTION_KEEPER_TPU,STOWED,A,GLOVED-HAND MANUAL PULL TAB WITH SNAG-RETENTION KEEPER,TPU overmold on HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.018,2790.938070170253,1,7,"{""xmin"":-2.0012433719967353,""xmax"":2.0012433719967353,""ymin"":-17.000000100000005,""ymax"":17.000000100000005,""zmin"":-11.000000100000005,""zmax"":11.000000100000005}",neutral_ap242/DF8-SHORT14-MANUAL-PULL-TAB-001__STOWED__LOCAL_AP242.step,21588,7cad3ff39f70c7ec2df4bb9e2fb451fc0defd44b753f2e0e1a6c7e8906771a5e,native_brep/DF8-SHORT14-MANUAL-PULL-TAB-001__STOWED__LOCAL_OCCT.brep,3664,b33ebb716e9dc29763279746a09f442dd3c5afd0ef2b7e35d5940e439b5b4779,renders/DF8-SHORT14-MANUAL-PULL-TAB-001__STOWED__FOUR_VIEW.png,179529,bbb7a9c924b14cdeef6250def5fd33e99e7494f6e40d8097572f6d76dc5b5c55,MANUAL-PULL-TAB in Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-ATTACHMENT-COLLAR-001,LOW-PROFILE_PACK_ATTACHMENT_COLLAR_WITHIN_57.15_MM_RIGID_LIMIT_TI,STOWED,A,LOW-PROFILE PACK ATTACHMENT COLLAR WITHIN 57.15 MM RIGID LIMIT,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.005333788153283115,1204.015384488288,1,4,"{""xmin"":-28.258780708476944,""xmax"":28.258780708476944,""ymin"":-28.25000010000001,""ymax"":28.250000100000005,""zmin"":-2.008780708476944,""zmax"":2.008780708476944}",neutral_ap242/DF8-SHORT14-PACK-ATTACHMENT-COLLAR-001__STOWED__LOCAL_AP242.step,11699,ceaa3c301cc149b410bd4ec8082097f985c8ac5878739f2737cc02af589ee66f,native_brep/DF8-SHORT14-PACK-ATTACHMENT-COLLAR-001__STOWED__LOCAL_OCCT.brep,3291,6b72f257566d6ddf6e73824a5753bfff20e2ac570e04419bd519377fb54bfdd8,renders/DF8-SHORT14-PACK-ATTACHMENT-COLLAR-001__STOWED__FOUR_VIEW.png,140783,657cd1a91a7fe12d9ff72ed20748dfb36f3391e90a109ece07e3b19edb88bbfb,PACK-ATTACHMENT-COLLAR-1 in Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly | PACK-ATTACHMENT-COLLAR-2 in Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-ATTACHMENT-WEBBING-001,STRUCTURAL_PACK-RETENTION_WEBBING_STRAP_HMPE,STOWED,A,STRUCTURAL PACK-RETENTION WEBBING STRAP,HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.028,4071.5040790523562,1,4,"{""xmin"":-45.61417340076279,""xmax"":45.61417340076279,""ymin"":-45.60000010000002,""ymax"":45.60000010000001,""zmin"":-6.014173400762788,""zmax"":6.014173400762788}",neutral_ap242/DF8-SHORT14-PACK-ATTACHMENT-WEBBING-001__STOWED__LOCAL_AP242.step,11597,25de58440eb3bfd6a73836334a991c0e5a3d7e48a38a50cfa76cf02866657f2b,native_brep/DF8-SHORT14-PACK-ATTACHMENT-WEBBING-001__STOWED__LOCAL_OCCT.brep,2237,ea628d1de2fc25ee818d03cf10f753f8b4e91f6da937efa8a43b4bee223b4b4d,renders/DF8-SHORT14-PACK-ATTACHMENT-WEBBING-001__STOWED__FOUR_VIEW.png,146304,78be994d88756cd08e464af1d6f453299f1a36d506e6b9c7904303682eac1d66,PACK-ATTACHMENT-WEBBING-1 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA | PACK-ATTACHMENT-WEBBING-2 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-ATTACHMENT-WEBBING-001,STRUCTURAL_PACK-RETENTION_WEBBING_STRAP_HMPE,DEPLOYED,A,STRUCTURAL PACK-RETENTION WEBBING STRAP,HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.028,4071.5040790523562,1,4,"{""xmin"":-45.61417340076279,""xmax"":45.61417340076279,""ymin"":-45.60000010000002,""ymax"":45.60000010000001,""zmin"":-6.014173400762788,""zmax"":6.014173400762788}",neutral_ap242/DF8-SHORT14-PACK-ATTACHMENT-WEBBING-001__DEPLOYED__LOCAL_AP242.step,11604,30e169166d70c448d6845fad7595832af4b545ac347b942ec7630252769fea05,native_brep/DF8-SHORT14-PACK-ATTACHMENT-WEBBING-001__DEPLOYED__LOCAL_OCCT.brep,2237,ea628d1de2fc25ee818d03cf10f753f8b4e91f6da937efa8a43b4bee223b4b4d,renders/DF8-SHORT14-PACK-ATTACHMENT-WEBBING-001__DEPLOYED__FOUR_VIEW.png,146792,257174ef5904417fa2ee2ae7125455282683b1d8a6aaa14b3bce1a1d85d5f7b8,PACK-ATTACHMENT-WEBBING-1 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA | PACK-ATTACHMENT-WEBBING-2 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-EDGE-BAND-001,REINFORCED_PACK_EDGE_BINDING_HMPE,STOWED,A,REINFORCED PACK EDGE BINDING,Cordura binding and HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02,7087.43302649858,1,4,"{""xmin"":-49.015230181960014,""xmax"":49.015230181960014,""ymin"":-49.00000010000002,""ymax"":49.00000010000001,""zmin"":-3.015230181960014,""zmax"":3.015230181960014}",neutral_ap242/DF8-SHORT14-PACK-EDGE-BAND-001__STOWED__LOCAL_AP242.step,11518,71e09e3ad9a42b6b28366895f73263ffdd990c7dfb25a23013b5468e3b0b48eb,native_brep/DF8-SHORT14-PACK-EDGE-BAND-001__STOWED__LOCAL_OCCT.brep,2015,41d18062623573ed48b71f1f0cdfd336d0abc2d9e95f1ac691877a004a359815,renders/DF8-SHORT14-PACK-EDGE-BAND-001__STOWED__FOUR_VIEW.png,140087,37c5515e8b70760ab60276b12fac7f2cd4ca0279bdba2cfff2d18a9e772614f9,PACK-EDGE-BAND-1 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA | PACK-EDGE-BAND-2 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-EDGE-BAND-001,REINFORCED_PACK_EDGE_BINDING_HMPE,DEPLOYED,A,REINFORCED PACK EDGE BINDING,Cordura binding and HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02,7087.43302649858,1,4,"{""xmin"":-49.015230181960014,""xmax"":49.015230181960014,""ymin"":-49.00000010000002,""ymax"":49.00000010000001,""zmin"":-3.015230181960014,""zmax"":3.015230181960014}",neutral_ap242/DF8-SHORT14-PACK-EDGE-BAND-001__DEPLOYED__LOCAL_AP242.step,11531,0bbc787a1a736443b8dab3ba46db0c8baf4120d2ac3d05cc354dbf918137ddbd,native_brep/DF8-SHORT14-PACK-EDGE-BAND-001__DEPLOYED__LOCAL_OCCT.brep,2015,41d18062623573ed48b71f1f0cdfd336d0abc2d9e95f1ac691877a004a359815,renders/DF8-SHORT14-PACK-EDGE-BAND-001__DEPLOYED__FOUR_VIEW.png,139917,7693bdcaf7ca65b284358ef8c80139763cf6271cb1332e006d9b951766609bcd,PACK-EDGE-BAND-1 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA | PACK-EDGE-BAND-2 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-RADIAL-TIE-1-1,PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE,STOWED,A,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.004,258.0,1,6,"{""xmin"":27.9999999,""xmax"":45.20000010000001,""ymin"":-2.500000100000007,""ymax"":2.500000100000007,""zmin"":-1.5000001000000072,""zmax"":1.5000001000000072}",neutral_ap242/DF8-SHORT14-PACK-RADIAL-TIE-1-1__STOWED__LOCAL_AP242.step,17744,37539cd481ea67a19db7e210dd92c7a19898b35bae956621c863c94e81fd8222,native_brep/DF8-SHORT14-PACK-RADIAL-TIE-1-1__STOWED__LOCAL_OCCT.brep,3035,4e16faed195513e1c0ba19f26c45d1f092db8bab54ca03e2177095714c172fec,renders/DF8-SHORT14-PACK-RADIAL-TIE-1-1__STOWED__FOUR_VIEW.png,75304,b744cfd3ffe12b8882a7ae53752c5334f35fdd1631017c1d4e8cb95b72e341f7,PACK-RADIAL-TIE-1-1 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-RADIAL-TIE-1-1,PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE,DEPLOYED,A,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.004,258.0,1,6,"{""xmin"":27.9999999,""xmax"":45.20000010000001,""ymin"":-2.500000100000007,""ymax"":2.500000100000007,""zmin"":-1.5000001000000072,""zmax"":1.5000001000000072}",neutral_ap242/DF8-SHORT14-PACK-RADIAL-TIE-1-1__DEPLOYED__LOCAL_AP242.step,17757,3994731bc0370483285963b04cf01063d1d8280e5cb937def725ba113d59efd2,native_brep/DF8-SHORT14-PACK-RADIAL-TIE-1-1__DEPLOYED__LOCAL_OCCT.brep,3035,4e16faed195513e1c0ba19f26c45d1f092db8bab54ca03e2177095714c172fec,renders/DF8-SHORT14-PACK-RADIAL-TIE-1-1__DEPLOYED__FOUR_VIEW.png,75246,1c6317d060775c340fe3015844c647ada32a231489ab373279511d65fd315f07,PACK-RADIAL-TIE-1-1 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-RADIAL-TIE-1-2,PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_02,STOWED,A,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.004,258.0,1,6,"{""xmin"":27.9999999,""xmax"":45.20000010000001,""ymin"":-2.500000100000007,""ymax"":2.500000100000007,""zmin"":-1.5000001000000072,""zmax"":1.5000001000000072}",neutral_ap242/DF8-SHORT14-PACK-RADIAL-TIE-1-2__STOWED__LOCAL_AP242.step,17762,786f4cadf3fd915b40f7c2db68b645a99741a5c91ee0234bab6086210e1b43f5,native_brep/DF8-SHORT14-PACK-RADIAL-TIE-1-2__STOWED__LOCAL_OCCT.brep,3035,4e16faed195513e1c0ba19f26c45d1f092db8bab54ca03e2177095714c172fec,renders/DF8-SHORT14-PACK-RADIAL-TIE-1-2__STOWED__FOUR_VIEW.png,76245,d9705ad20c3bc95d81d5bc8bea700ed3f8927d8712566e542ac6222451a85c65,PACK-RADIAL-TIE-1-2 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-RADIAL-TIE-1-2,PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_02,DEPLOYED,A,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.004,258.0,1,6,"{""xmin"":27.9999999,""xmax"":45.20000010000001,""ymin"":-2.500000100000007,""ymax"":2.500000100000007,""zmin"":-1.5000001000000072,""zmax"":1.5000001000000072}",neutral_ap242/DF8-SHORT14-PACK-RADIAL-TIE-1-2__DEPLOYED__LOCAL_AP242.step,17774,1ccffc785318a7a5154f0aa228b570a9f6de81ef0964d9b8a9bd5c7a7eb1642c,native_brep/DF8-SHORT14-PACK-RADIAL-TIE-1-2__DEPLOYED__LOCAL_OCCT.brep,3035,4e16faed195513e1c0ba19f26c45d1f092db8bab54ca03e2177095714c172fec,renders/DF8-SHORT14-PACK-RADIAL-TIE-1-2__DEPLOYED__FOUR_VIEW.png,76095,e3d9632d6dc417293a6301137cfa6bef4738a10bc524f753dfb398f5d185ae12,PACK-RADIAL-TIE-1-2 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-RADIAL-TIE-1-3,PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_03,STOWED,A,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.004,258.0,1,6,"{""xmin"":27.9999999,""xmax"":45.20000010000001,""ymin"":-2.500000100000007,""ymax"":2.500000100000007,""zmin"":-1.5000001000000072,""zmax"":1.5000001000000072}",neutral_ap242/DF8-SHORT14-PACK-RADIAL-TIE-1-3__STOWED__LOCAL_AP242.step,17762,447e77e33c58ad30bf7acd31b91a25edc6dfabd06fc52bada976f2e9c8a6d5bc,native_brep/DF8-SHORT14-PACK-RADIAL-TIE-1-3__STOWED__LOCAL_OCCT.brep,3035,87611f294e0a262d73534dcab9bd156ac9b734787bf69312c51cb2e042857c5d,renders/DF8-SHORT14-PACK-RADIAL-TIE-1-3__STOWED__FOUR_VIEW.png,76362,5341888dfd15066bd47eeaa7147dd461322d02a7d24b925ea0cc28f8bfbf33e2,PACK-RADIAL-TIE-1-3 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
